domain,portal_system,portal_subdomain,confidence,detection_method,validated,doors
slpm.com,appfolio,slpm2.appfolio.com,high,homepage_fetch,1,200
slrealty.net,appfolio,sharonlandrumrealty.appfolio.com,high,homepage_fetch,1,400
sltproperties.com,rentvine,sltpropertiesllc.rentvine.com,high,homepage_fetch,0,200
slumberspokane.com,appfolio,slumberspokane.appfolio.com,high,homepage_fetch,1,100
slvrst.com,guesty,slvrst.guestyowners.com,high,homepage_fetch,0,200
sm1properties.com,buildium,sm1management.managebuilding.com,high,homepage_fetch,0,100
smallofficesuites.com,unknown,,low,not_found,0,100
smartcashforyourhome.com,unknown,,low,not_found,0,200
smartdigs.com,rentmanager,cbinc.twa.rentmanager.com,high,homepage_fetch,0,100
smartmanagementny.com,managego,smart.managego.com,high,homepage_fetch,0,300
smartmovepm.com,rentmanager,capitalpm.owa.rentmanager.com,high,homepage_fetch,0,200
smartpropertyservicesinc.com,appfolio,,high,homepage_fetch,0,100
smc-lv.com,unknown,,low,not_found,0,600
smgrent.net,unknown,,low,not_found,0,100
smilesrealtyllc.wixsite.com,unknown,,low,not_found,0,100
smiley-and-associates.com,unknown,,low,not_found,0,100
smithmgmt.com,townsq,app.townsq.io,high,homepage_fetch,0,0
smithmgt.com,unknown,,low,not_found,0,100
smithpropertymgmt.com,buildium,smithrentals.managebuilding.com,high,homepage_fetch,0,100
smithtandy.com,appfolio,smithtandy.appfolio.com,high,homepage_fetch,1,0
smokerproperty.com,appfolio,smokerpropertymgmt.appfolio.com,high,homepage_fetch,1,100
smokymountainrealestatecorp.com,unknown,,low,not_found,0,0
smspropmgt.com,unknown,,low,not_found,0,200
smuvrentals.com,unknown,,low,not_found,0,300
snappropertymanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,100
snowsmanagement.org,unknown,,low,not_found,0,200
snphomes.com,custom:mysnphomes.com,,medium,homepage_custom_portal,0,100
snrpropertymanagement.com,appfolio,snrnwprop.appfolio.com,high,homepage_fetch,1,100
sns-management.com,appfolio,snsmgmt.appfolio.com,high,homepage_fetch,1,300
snshn.co,unknown,,low,not_found,0,600
snyderandsnyder.com,buildium,snyderandsnyder.managebuilding.com,high,homepage_fetch,0,100
soborental.com,buildium,sobo.managebuilding.com,high,homepage_fetch,0,100
socaldps.com,appfolio,heymingandjohnson.appfolio.com,low,homepage_fetch,0,100
socalhoa.com,unknown,,low,not_found,0,100
socalpropertymanagement.com,unknown,,low,not_found,0,100
sociallivingre.com,unknown,,low,not_found,0,100
sociosbnb.com,unknown,,low,not_found,0,100
sodastays.com,unknown,,low,not_found,0,100
sofosrealty.com,yardi,,low,recovery:dns_spf,0,0
sohumrealty.com,unknown,,low,not_found,0,200
sokyrentals.com,appfolio,darrelsweets.appfolio.com,high,homepage_fetch,1,100
soldbyjonesrentalhomes.com,appfolio,,high,homepage_fetch,0,100
soldiersofrealestate.com,buildium,shawn3.managebuilding.com,high,secondary_page:/home-renting-leasing-tips/,0,300
solidfoundationproperties.com,unknown,,low,not_found,0,100
solidrockar.com,unknown,,low,not_found,0,100
solidrockpropertymgmt.com,appfolio,solidrockpropertymanagement.appfolio.com,high,homepage_fetch,1,100
solstice.us.com,unknown,,low,not_found,0,100
solutionspropertymanagement.vegas,unknown,,low,not_found,0,100
solutionspropertymanagementplus.com,unknown,,low,not_found,0,100
solutionsrentalsfl.com,rentvine,account.rentvine.com,high,homepage_fetch,0,200
somaflats.com,appfolio,southeastmgmtco.appfolio.com,low,homepage_fetch,0,100
somarpropertymanagement.com,unknown,,low,not_found,0,0
somgmt.com,unknown,,low,cleared:false_positive_generic_subdomain,0,500
soniatrealty.com,appfolio,rentalpm.appfolio.com,low,homepage_fetch,0,200
sonvpm.com,appfolio,,high,homepage_fetch,0,100
sorola.net,appfolio,sorola.appfolio.com,high,homepage_fetch,1,100
soundcityrealty.com,appfolio,soundcityrealty.appfolio.com,high,homepage_fetch,1,100
soundmanagement.net,appfolio,soundmgmt.appfolio.com,high,homepage_fetch,1,100
soundpm.com,appfolio,soundpm.appfolio.com,high,homepage_fetch,1,100
soundpointpm.com,unknown,,low,not_found,0,0
soundwestgroup.com,yardi,,high,link_redirect:followed_link:residents,0,100
southbendmanagementco.com,tenantcloud,sbmanagement.tenantcloud.com,high,homepage_fetch,0,100
southbendpropertymanagementinc.com,rentvine,pmimichiana.rentvine.com,high,homepage_fetch,0,100
southcoasttexas.com,unknown,,low,not_found,0,100
southcreekpark.com,unknown,,low,not_found,0,0
southeastcre.com,unknown,,low,not_found,0,100
southernbayrealty.net,unknown,,low,not_found,0,100
southerncoastflorida.com,unknown,,low,not_found,0,400
southerncoastmanagement.com,appfolio,southerncoastmgmt.appfolio.com,high,homepage_fetch,1,0
southerncoastvacations.com,unknown,,low,not_found,0,200
southerncopm.com,unknown,,low,not_found,0,100
southernexclusiveproperty.com,appfolio,,high,homepage_fetch,0,100
southerngrouppropertymanagement.com,propertyboss,res_sgp001_133092.propertyboss.net,high,homepage_fetch,0,100
southernlivingpro.com,rentvine,southernlivingpm.rentvine.com,high,homepage_fetch,0,100
southernpmg.com,cincwebaxis,spmg.cincwebaxis.com,high,secondary_page:/contact/,0,100
southernpropertymgt.com,unknown,,low,not_found,0,300
southernrealtypm.com,appfolio,southernrealtypm.appfolio.com,high,homepage_fetch,1,100
southernsignaturerealty.com,unknown,,low,not_found,0,100
southernwayrealtyllc.com,appfolio,,high,homepage_fetch,0,200
southgateco.com,appfolio,sgdevelopment.appfolio.com,high,homepage_fetch,1,100
southkeymgmt.com,guesty,,high,homepage_fetch,0,1100
southlandbrokersinc.com,buildium,southlandbrokers.managebuilding.com,high,homepage_fetch,0,100
southlandcommercial.com,unknown,,low,not_found,0,0
southlandmanagement.com,unknown,,low,not_found,0,100
southlandpropertiesinc.com,rentmanager,residentwebaccess.rentmanager.com,high,secondary_page:/maintenance-request/,0,200
southlandrealtors.com,unknown,,low,not_found,0,0
southorlandorpm.com,appfolio,rpmfl017.appfolio.com,high,secondary_page:/tenants/,1,300
southpaw-residential-property-management.com,buildium,southpawresidential.managebuilding.com,high,homepage_fetch,0,100
southsidespaces.com,buildium,,high,secondary_page:/tenants/,0,200
southwesternmanagement.com,rentmanager,southwest.twa.rentmanager.com,high,homepage_fetch,0,100
southwesthomerentals.net,appfolio,,high,secondary_page:/tenant-portal-payments/,0,0
southwestmgmt.com,appfolio,southwestmgmt.appfolio.com,high,homepage_fetch,1,100
southwoodproperties.com,propertyware,,low,recovery:dns_spf,0,200
sovereign-jacobs.com,cincwebaxis,sovereignjacobs.cincwebaxis.com,high,secondary_page:/payments/,0,300
sovereignrm.com,propertyware,app.propertyware.com,high,secondary_page:/tenants/,0,200
sovyrealty.com,buildium,sovy.managebuilding.com,high,link_redirect:property management,0,100
sownrealtygroup.com,rentvine,sownrealtygroup.rentvine.com,high,homepage_fetch,0,20
spacesmanagement.com,appfolio,spacesmanagement.appfolio.com,high,link_redirect:followed_link:association manageme,0,300
spacespm.com,unknown,,low,not_found,0,100
spadepropertymanagement.com,appfolio,spadepm.appfolio.com,low,secondary_page:/tenants/,0,100
sparklepm.com,unknown,,low,not_found,0,100
sparkpropertysolutions.com,doorloop,ecd80a3b.app.doorloop.com,high,homepage_fetch,0,100
spartanproperties.com,unknown,,low,not_found,0,100
spartanpropertymanagement.com,rentmanager,spartpm.owa.rentmanager.com,high,homepage_fetch,0,100
spartanpropertymanagement.net,unknown,,low,not_found,0,300
specialistspm.com,appfolio,specialistspropmgmt.appfolio.com,high,homepage_fetch,1,100
specializedpropertymanagementatlanta.com,propertyware,app.propertyware.com,high,secondary_page:/owners/,0,0
specializedpropertymanagementbirmingham.com,propertyware,app.propertyware.com,high,secondary_page:/birmingham-property-management-services/owner-portal/,0,100
specializedpropertymanagementdallas.com,propertyware,app.propertyware.com,high,secondary_page:/owners/,0,700
specializedpropertymanagementfortworth.com,propertyware,app.propertyware.com,high,secondary_page:/owner-portal/,0,500
specializedpropertymanagementhouston.com,propertyware,app.propertyware.com,high,secondary_page:/owner-portal/,0,100
specializedpropertymanagementmemphis.com,propertyware,app.propertyware.com,high,secondary_page:/owner-portal/,0,100
specializedpropertymanagementoklahomacity.com,propertyware,app.propertyware.com,high,secondary_page:/owner-portal/,0,100
specializedpropertymanagementorlando.com,propertyware,app.propertyware.com,high,secondary_page:/tenants/,0,700
specializedpropertymanagementsanantonio.com,unknown,,low,not_found,0,100
specializedrealty.com,appfolio,,high,link_redirect:followed_link:pay rent online,0,100
specializedrealtypdx.com,appfolio,specializedrealtypdx.appfolio.com,high,subdomain_probe,1,0
specializedreg.com,unknown,,low,not_found,0,100
spectrumam.com,cincwebaxis,spectrum.cincwebaxis.com,high,homepage_fetch,0,200
spectrummanagementokc.com,unknown,,low,not_found,0,0
spectrumpropertymanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,200
spectrumpropertymgt.com,unknown,,low,not_found,0,100
spectrumrealtypm.com,appfolio,spectrum.appfolio.com,low,homepage_fetch,0,500
spencerhines.com,appfolio,spencerhines.appfolio.com,high,link_redirect:followed_link:property management,0,100
spencerhinespm.com,appfolio,spencerhines.appfolio.com,high,homepage_fetch,1,100
spg.xyz,buildium,stephensonproperties.managebuilding.com,high,homepage_fetch,0,100
spinnakerpm.com,appfolio,spinnakerpm.appfolio.com,high,subdomain_probe,1,300
spirepropertymgmt.com,appfolio,,high,homepage_fetch,0,300
spiveyrealestate.com,unknown,,low,not_found,0,0
spm-roi.com,appfolio,strategicpropertymgmt.appfolio.com,high,secondary_page:/apply/,1,200
spm.net,townsq,,high,secondary_page:/contact/,0,200
spmbgky.com,mri,,high,link_redirect:followed_link:residents,0,100
spmhoa.com,frontsteps,quickpay.frontsteps.com,high,homepage_fetch,0,100
spmhouston.com,buildium,spmhouston.managebuilding.com,high,secondary_page:/owner-portal,0,100
spmidaho.com,rentmanager,spml.twa.rentmanager.com,high,homepage_fetch,0,200
spmliving.com,appfolio,,high,homepage_fetch,0,100
spmofidaho.com,appfolio,superiorpropmgmt.appfolio.com,high,homepage_fetch,1,100
spmoh18.com,appfolio,spmoh18.appfolio.com,high,subdomain_probe,1,100
spmrentalhomes.com,appfolio,spmrealty.appfolio.com,high,homepage_fetch,1,100
spmrentalproperties.com,unknown,,low,not_found,0,100
spmrentals.com,appfolio,stanislaus.appfolio.com,high,homepage_fetch,1,200
spmtrianglerentals.com,propertyware,app.propertyware.com,high,homepage_fetch,0,300
spokane-rentals.com,yardi,,low,recovery:dns_spf,0,200
spokanebestrentals.com,unknown,,low,not_found,0,100
spoontsrealty.com,unknown,,low,not_found,0,
spotonmanagement.net,unknown,,low,not_found,0,100
sppcommercial.com,unknown,,low,not_found,0,2400
sppropertymanagement.com,appfolio,,high,homepage_fetch,0,100
spradleyproperties.com,rentmanager,sprad.owa.rentmanager.com,high,homepage_fetch,0,600
springfieldpropertymanagementinc.com,unknown,,low,not_found,0,100
springhillpropertymanagement.net,propertyware,app.propertyware.com,high,homepage_fetch,0,100
springmillpm.com,rentecdirect,,high,homepage_fetch,0,100
springshomesforrent.com,appfolio,springshomes4rent.appfolio.com,high,homepage_fetch,1,200
springviewpm.com,unknown,,low,not_found,0,100
sprucequalityrentals.com,appfolio,sunshineprops.appfolio.com,high,homepage_fetch,1,400
squarepegrents.com,unknown,,low,not_found,0,100
sramg.com,unknown,,low,not_found,0,0
srecompany.com,appfolio,,high,homepage_fetch,0,100
sregtn.com,appfolio,synergyrealestate.appfolio.com,high,homepage_fetch,1,0
sremanagementservices.com,unknown,,low,not_found,0,300
srmky.com,appfolio,schempp.appfolio.com,high,homepage_fetch,1,200
srmrent.com,propertyware,app.propertyware.com,high,homepage_fetch,0,100
srq-properties.com,buildium,srqproperties.managebuilding.com,high,homepage_fetch,0,0
srsacommercial.com,unknown,,low,not_found,0,100
sskyrealty.com,unknown,,low,not_found,0,100
sspm-llc.com,propertyware,,low,recovery:dns_spf,0,200
sspropertyservice.com,buildium,sspropertyservicesllc.managebuilding.com,high,homepage_fetch,0,0
sspropmanagement.com,rentmanager,sspm.twa.rentmanager.com,high,homepage_fetch,0,500
ssr-properties.com,unknown,,low,not_found,0,100
ssshorerealty.com,unknown,,low,not_found,0,100
staceyhennessey.com,unknown,,low,not_found,0,200
stacyshelpinghand.com,unknown,,low,not_found,0,0
stadiumpropertyrentals.com,appfolio,stadiumpropertyrentals.appfolio.com,high,subdomain_probe,1,100
staffordshirerealty.com,unknown,,low,not_found,0,200
stambaughinc.com,unknown,,low,not_found,0,100
stamfordctpropertymanagement.com,rentvine,theprevailinggroupllc.rentvine.com,high,homepage_fetch,0,100
standardpm.com,appfolio,standardpropertymgmt.appfolio.com,high,homepage_fetch,1,300
standrewshoresrealty.net,unknown,,low,not_found,0,100
stantonpm.com,appfolio,mt.appfolio.com,low,homepage_fetch,0,100
starpmg.com,appfolio,starpmg.appfolio.com,low,homepage_fetch,0,100
starpointerealtymanagement.com,rentvine,starpointe.rentvine.com,high,homepage_fetch,0,600
starrealtyofwh.com,unknown,,low,not_found,0,200
starrealtypm.com,rentmanager,srealty.owa.rentmanager.com,high,homepage_fetch,0,100
starrpm.com,propertyware,app.propertyware.com,high,homepage_fetch,0,400
starrproperties.com,rentecdirect,,high,homepage_fetch,0,100
starstateprops.com,appfolio,,high,homepage_fetch,0,100
statelinerentalproperties.com,appfolio,,high,homepage_fetch,0,200
statestreetpropertymanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,200
statewide-pm.com,appfolio,,high,homepage_fetch,0,100
statewidepm.net,unknown,,low,not_found,0,100
statewidepropertymanage.com,unknown,,low,not_found,0,0
staugustineflrentals.com,unknown,,low,not_found,0,100
stay-today.com,unknown,,low,not_found,0,200
stayandplaymyrtlebeach.com,appfolio,stayandplaymb.appfolio.com,high,homepage_fetch,1,200
staycharlottesville.com,unknown,,low,not_found,0,200
stayclose518.wixsite.com,unknown,,low,not_found,0,100
stayhobknob.com,unknown,,low,not_found,0,100
stayintulsaok.com,unknown,,low,not_found,0,200
staymarquis.com,unknown,,low,not_found,0,0
staymodernproperties.com,unknown,,low,not_found,0,100
staynm505.com,unknown,,low,not_found,0,100
stayporter.com,unknown,,low,not_found,0,300
stayroanoke.com,guesty,,high,homepage_fetch,0,100
stayvello.com,unknown,,low,not_found,0,100
stbmanagementkc.com,unknown,,low,not_found,0,100
steadywaterspm.com,propertyware,worldclasspropertymanagement.propertyware.com,high,homepage_fetch,0,100
steelcitypropertymanagement.org,unknown,,low,not_found,0,100
steelepropertymanagement.com,yardi,,high,secondary_page:/residential-management,0,100
steelheadproperty.com,buildium,steelhead.managebuilding.com,high,homepage_fetch,0,0
steeltownrentals.com,appfolio,,high,homepage_fetch,0,0
steelvalleyhomes.com,appfolio,steelvalley.appfolio.com,high,subdomain_probe,1,200
stegnerrentals.com,appfolio,,high,homepage_fetch,0,200
steiner-realty.com,appfolio,steinerrealty.appfolio.com,high,homepage_fetch,1,400
stellarmanagement.com,yardi,stellarmanagement.rentcafe.com,high,secondary_page:/resident_portal_maintenance.aspx,0,100
stellarpropertygroup.com,unknown,,low,not_found,0,0
stellcoproperties.com,unknown,,low,not_found,0,100
stepkenrentals.com,unknown,,low,not_found,0,0
sterling-companies.com,unknown,,low,not_found,0,100
sterlingasi.com,custom:sterlingasi.net,,medium,homepage_custom_portal,0,500
sterlingcreekonline.com,appfolio,sterlingcreek.appfolio.com,high,homepage_fetch,1,100
sterlingland.com,appfolio,,high,homepage_fetch,0,200
sterlingproperties.com,rentmanager,strp.twa.rentmanager.com,high,secondary_page:/tenant-web-access.html,0,100
sterlingproperty1.com,rentmanager,spm.owa.rentmanager.com,high,homepage_fetch,0,400
sterlingpropertysolutions.com,appfolio,sterlingpsi.appfolio.com,high,secondary_page:/tenants/,1,200
sterlingrealestategroup.com,unknown,,low,not_found,0,0
sterlingwestrentals.com,appfolio,sterlingwest.appfolio.com,high,homepage_fetch,1,0
sternmanagement.com,appfolio,sternproperty.appfolio.com,high,secondary_page:/maintenance-request,1,200
stetson.management,appfolio,,high,homepage_fetch,0,800
stevebrownapts.com,prospectportal,sba.prospectportal.com,high,homepage_fetch,0,400
stevens-realty.com,appfolio,stevensrr.appfolio.com,high,secondary_page:/tenants/,1,100
stevensmanagementgroup.com,buildium,stevensmanagementgrp.managebuilding.com,high,homepage_fetch,0,100
stevensonmanagement.com,unknown,,low,not_found,0,100
stevensonpm.com,unknown,,low,not_found,0,100
stewardshiprentals.com,rentmanager,stewp.twa.rentmanager.com,high,homepage_fetch,0,200
stewartlangleyproperties.com,rentmanager,stewlp.twa.rentmanager.com,high,homepage_fetch,0,100
stewartproperty.net,unknown,,low,not_found,0,100
stewartrml.com,buildium,,high,homepage_fetch,0,100
stgrentals.com,appfolio,stgrentalmanagement.appfolio.com,high,homepage_fetch,1,300
stilettopropertymanagement.com,unknown,,low,not_found,0,100
stillproducing.com,unknown,,low,not_found,0,100
stirlingprop.com,yardi,,low,recovery:dns_spf,0,0
stjamescpm.com,unknown,,low,not_found,0,100
stlouispropertymanagement.co,appfolio,evernest.appfolio.com,low,homepage_fetch,0,300
stlresociety.com,buildium,stlouisrealestatesociety.managebuilding.com,high,homepage_fetch,0,0
stlsmartrentals.com,buildium,stlsmartrentals.managebuilding.com,high,homepage_fetch,0,500
stokleyproperties.com,buildium,stokleypropertiesllc.managebuilding.com,high,homepage_fetch,0,100
stokleyproperties.net,appfolio,stokleyproperties.appfolio.com,high,homepage_fetch,1,300
stollrealestate.com,unknown,,low,not_found,0,200
stoneandstory.com,unknown,,low,not_found,0,200
stonebrowningpm.com,appfolio,stonebrown.appfolio.com,high,homepage_fetch,1,100
stonecanyon-apartments.com,unknown,,low,not_found,0,200
stonehengepropertymanagement.com,unknown,,low,not_found,0,100
stonehouse.management,appfolio,stonehousemanagementco.appfolio.com,high,homepage_fetch,1,100
stonelbk.com,appfolio,,high,homepage_fetch,0,100
stonelinkpm.com,appfolio,blackstone.appfolio.com,high,homepage_fetch,1,800
stoneoakatparmer.com,unknown,,low,not_found,0,0
stoneoakmgmt.com,appfolio,stoneoak.appfolio.com,low,homepage_fetch,0,300
stoneprop.com,appfolio,,high,homepage_fetch,0,100
stonerent.com,rentvine,realestatepm.rentvine.com,high,homepage_fetch,0,200
stonesriverproperties.com,appfolio,stonesriver.appfolio.com,low,homepage_fetch,0,400
storkpropertymanagement.com,appfolio,glcproperties.appfolio.com,low,secondary_page:/tenants/,0,100
stottpropertymanagement.com,unknown,,low,not_found,0,200
stoutassociates.com,unknown,,low,not_found,0,200
straightuprealtyandpm.com,appfolio,,high,link_redirect:followed_link:property management ,0,100
stratagemmanagement.com,appfolio,,high,homepage_fetch,0,500
stratagemproperties.com,unknown,,low,not_found,0,100
strategicproperties.com,propertyware,strategicproperties.propertyware.com,medium,subdomain_probe,1,300
